Hotel_Name,Hotel_Address,Average_Score,lat,lng,location,country,address
Le Dokhan s a Tribute Portfolio Hotel,117 Rue Lauriston 16th arr 75116 Paris France,7.9,48.8663359,2.2867935,Paris,France,"117, Rue Lauriston, Chaillot, Paris, Paris, 75016, France"
Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009 Paris France,8.7,48.870961,2.3267678,Paris,France,"Rue Godot de Mauroy, Chaussee d'Antin, Paris, Paris, France"
Terrass H tel Montmartre by MH,12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,9.0,48.8865626,2.3329648,Paris,France,"14, Rue Joseph De Maistre, Grandes Carrieres, Paris, Paris, 75018, France"
Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France,7.8,48.8724588,2.3378004,Paris,France,"12, Boulevard Haussmann, Faubourg Montmartre, Paris, Paris, 75009, France"
Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France,8.4,48.8715828,2.3224853,Paris,France,"12, Boulevard Malesherbes, La Madeleine, Paris, Paris, 75008, France"
Batty Langley s,12 Folgate Street City of London London E1 6BX United Kingdom,9.4,51.5208575,-0.0779503,City of London,United Kingdom,"Folgate Street, Bishopsgate Without, London Borough of Tower Hamlets, City of London, Greater London, England, E1 6DB, United Kingdom"
Best Western Mornington Hotel Hyde Park,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,8.0,51.5119933,-0.1782794,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Arbor City,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,8.9,51.5166755,-0.0697897,London,United Kingdom,"London, Greater London, United Kingdom"
Hotel La Lanterne,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,9.0,48.8489839,2.348383,Paris,France,"12, Rue De La Montagne Sainte-Geneviève, Sorbonne, Paris, Paris, 75005, France"
H tel Square Louvois,12 Rue de Louvois 2nd arr 75002 Paris France,9.3,48.8684165,2.336869,Paris,France,"12, Rue De Louvois, Vivienne, Paris, Paris, 75002, France"
Hotel Marignan Champs Elys es,12 rue de Marignan 8th arr 75008 Paris France,8.7,48.8685093,2.3067895,Paris,France,"12, Rue De Marignan, Champs-Elysees, Paris, Paris, 75008, France"
Le Grey Hotel,12 rue de Parme 9th arr 75009 Paris France,9.0,48.881407,2.3274204,Paris,France,"12, Rue De Parme, Saint-Georges, Paris, Paris, 75009, France"
Le Pavillon des Lettres,12 rue des Saussaies 8th arr 75008 Paris France,9.0,48.8713699,2.3181191,Paris,France,"12, Rue Des Saussaies, La Madeleine, Paris, Paris, 75008, France"
H tel San R gis,12 Rue Jean Goujon 8th arr 75008 Paris France,8.7,48.8665788,2.3084447,Paris,France,"12, Rue Jean Goujon, Champs-Elysees, Paris, Paris, 75008, France"
Garden Elys e,12 rue Saint Didier 16th arr 75016 Paris France,8.5,48.8663444,2.2881979,Paris,France,"12, Rue Saint-Didier, Chaillot, Paris, Paris, 75016, France"
Hotel Louvre Montana,12 rue Saint Roch 1st arr 75001 Paris France,8.4,48.8644627,2.3318473,Paris,France,"12, Rue Saint-Roch, Palais Royal, Paris, Paris, 75001, France"
Ambassadors Bloomsbury,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,7.9,51.5266618,-0.1296571,London,United Kingdom,"Ambassadors Bloomsbury, 12, Upper Woburn Place, St Pancras, London Borough of Camden, London, Greater London, England, WC1H 0HX, United Kingdom"
Le 123 S bastopol Astotel,123 boulevard S bastopol 2nd arr 75002 Paris France,9.3,48.8675886,2.3531018,Paris,France,"123, Boulevard De Sébastopol, Bonne-Nouvelle, Paris, Paris, 75002, France"
Le 123 Elysees Astotel,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,9.2,48.8730823,2.309659,Paris,France,"123, Rue Du Faubourg Du Temple, l'Hopital Saint-Louis, Paris, Paris, 75010, France"
The Bryson Hotel,124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,7.8,51.5220869,-0.1082443,London,United Kingdom,"The Bryson Hotel, 124-132, Clerkenwell Road, Hatton Garden, Holborn, London Borough of Camden, London, Greater London, England, EC1R 5DL, United Kingdom"
Best Western Mercedes Arc de Triomphe,128 avenue de Wagram 17th arr 75017 Paris France,7.8,48.8848292,2.3035189,Paris,France,"128, Avenue De Wagram, La Plaine Monceau, Paris, Paris, 75017, France"
London Marriott Hotel Regents Park,128 King Henry s Road Camden London NW3 3ST United Kingdom,8.3,51.5421476,-0.1703073,London,United Kingdom,"King Henry's Road, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 3NX, United Kingdom"
Hilton London Hyde Park,129 Bayswater Road London W2 4RJ United Kingdom,7.8,51.51046,-0.1875844,London,United Kingdom,"Hilton London Hyde Park, 129, Bayswater Road, Bayswater, London, Greater London, England, W2 4RH, United Kingdom"
Staunton Hotel B B,13 15 Gower Street Camden London WC1E 6HE United Kingdom,8.3,51.520378,-0.1303414,London,United Kingdom,"Staunton Hotel, 13-15, Gower Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 6HE, United Kingdom"
1K Hotel,13 Boulevard Du Temple 3rd arr 75003 Paris France,7.7,48.8639318,2.3658744,Paris,France,"13, Boulevard Du Temple, Folie-Mericourt, Paris, Paris, 75003, France"
H tel Westminster,13 Rue De La Paix 2nd arr 75002 Paris France,8.4,48.8693409,2.3310263,Paris,France,"13, Rue De La Paix, Gaillon, Paris, Paris, 75002, France"
L H tel,13 rue des Beaux Arts 6th arr 75006 Paris France,8.8,48.8562272,2.3351758,Paris,France,"13, Rue Des Beaux-Arts, Saint-Germain-des-Pres, Paris, Paris, 75006, France"
Mercure Paris Porte d Orleans,13 Rue Fran ois Ory 92120 Paris France,7.5,48.8178079,2.3293636,Paris,France,"Paris, Paris, France"
Maxim Op ra,13 rue Geoffroy Marie 9th arr 75009 Paris France,8.4,48.8738557,2.3444232,Paris,France,"13, Rue Geoffroy-Marie, Faubourg Montmartre, Paris, Paris, 75009, France"
Le Marceau Bastille,13 Rue Jules Cesar 12th arr 75012 Paris France,8.6,48.8490691,2.3697484,Paris,France,"13, Rue Jules César, Quinze-Vingts, Paris, Paris, 75012, France"
Hotel Odeon Saint Germain,13 rue Saint Sulpice 6th arr 75006 Paris France,8.6,48.8513515,2.3375084,Paris,France,"13, Rue Saint-Sulpice, l'Odeon, Paris, Paris, 75006, France"
Mercure London Bloomsbury Hotel,130 134 Southampton Row Camden London WC1B 5AF United Kingdom,8.3,51.5210085,-0.1230966,London,United Kingdom,"Mercure London Bloomsbury, 130-134, Southampton Row, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 5AF, United Kingdom"
The Chamberlain,130 135 Minories City of London London EC3N 1NU United Kingdom,8.9,51.5122457,-0.0757326,City of London,United Kingdom,"The Chamberlain, 130-135, Minories, Aldgate, City of London, Greater London, England, EC3N 1NU, United Kingdom"
Radisson Blu Edwardian Grafton,130 Tottenham Court Road Camden London W1T 5AY United Kingdom,8.3,51.5241386,-0.1380807,London,United Kingdom,"Radisson Edwardian Grafton Hotel, 130, Tottenham Court Road, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 5AY, United Kingdom"
La Villa Haussmann,132 Boulevard Haussmann 8th arr 75008 Paris France,9.2,48.8753446,2.3167161,Paris,France,"132, Boulevard Haussmann, l'Europe, Paris, Paris, 75008, France"
London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom,8.2,51.5163841,-0.1635764,London,United Kingdom,"134, George Street, Marylebone, London, Greater London, W1H 5DN, United Kingdom"
Saint Georges Hotel,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,7.5,51.517839,-0.1424476,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,8.8,51.5132069,-0.1807816,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
The Henrietta Hotel,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,9.2,51.5109079,-0.1238221,London,United Kingdom,"14-15, Henrietta Street, Covent Garden, London, Greater London, WC2E 8PY, United Kingdom"
Sofitel Paris Arc De Triomphe,14 Rue Beaujon 8th arr 75008 Paris France,8.8,48.8751845,2.3013214,Paris,France,"14, Rue Beaujon, Faubourg du Roule, Paris, Paris, 75008, France"
Hotel Mercure La Sorbonne Saint Germain des Pr s,14 Rue de la Sorbonne 5th arr 75005 Paris France,8.3,48.8493499,2.3430569,Paris,France,"14, Rue De La Sorbonne, Sorbonne, Paris, Paris, 75005, France"
La Tremoille Paris,14 rue de la Tremoille 8th arr 75008 Paris France,8.5,48.8668589,2.3028215,Paris,France,"14, Rue De La Trémoille, Champs-Elysees, Paris, Paris, 75008, France"
Hotel Op ra Richepanse,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,9.2,48.8686931,2.325211,Paris,France,"14, Rue Du Chevalier De Saint-George, Place Vendome, Paris, Paris, 75001, France"
H tel Duc De St Simon,14 Rue St Simon 7th arr 75007 Paris France,9.0,48.8560685,2.3236846,Paris,France,"14, Rue Saint-Dominique, Invalides, Paris, Paris, 75007, France"
Hotel Le Six,14 Rue Stanislas 6th arr 75006 Paris France,9.1,48.8438352,2.3280708,Paris,France,"14, Rue Stanislas, Notre-Dame des Champs, Paris, Paris, 75006, France"
The Bailey s Hotel London,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,8.7,51.4938733,-0.1824963,London,United Kingdom,"Bugis Street Brasserie, 140, Gloucester Road, The Boltons, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4QH, United Kingdom"
London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,8.8,51.5131428,-0.1576714,London,United Kingdom,"Park Lane, Hyde Park, London, Greater London, W1K 1PR, United Kingdom"
Best Western Premier Louvre Saint Honor ,141 rue St Honor 1st arr 75001 Paris France,8.1,48.861711,2.340674,Paris,France,"141, Rue Saint-Honoré, Des Halles, Paris, Paris, 75001, France"
Hotel Indigo London Tower Hill,142 Minories City of London London EC3N 1LS United Kingdom,9.2,51.5128032,-0.07586,City of London,United Kingdom,"Hotel Indigo London - Tower Hill, an IHG Hotel, 142, Minories, Aldgate, City of London, Greater London, England, EC3N 1LS, United Kingdom"
Windermere Hotel,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,8.7,51.4903724,-0.1459218,London,United Kingdom,"142-144, Warwick Way, Pimlico, London, Greater London, SW1V 4JE, United Kingdom"
La Villa Maillot,143 Avenue De Malakoff 16th arr 75016 Paris France,8.9,48.875551,2.2835191,Paris,France,"143, Avenue De Malakoff, Chaillot, Paris, Paris, 75016, France"
H tel Madison by MH,143 Boulevard Saint Germain 6th arr 75006 Paris France,8.8,48.8531641,2.3344097,Paris,France,"143, Boulevard Saint-Germain, Saint-Germain-des-Pres, Paris, Paris, 75006, France"
Mercure London Paddington Hotel,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,7.6,51.5161139,-0.1749521,London,United Kingdom,"144, St. John Street, Clerkenwell, London, Greater London, EC1V 0NA, United Kingdom"
Hilton London Paddington,146 Praed Street Westminster Borough London W2 1EE United Kingdom,8.2,51.515632,-0.175737,London,United Kingdom,"146, St. John Street, Clerkenwell, London, Greater London, EC1V 0NA, United Kingdom"
London Marriott Hotel Kensington,147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,8.0,51.4944849,-0.1884174,London,United Kingdom,"Marriott Hotel Kensington, 147c, Cromwell Road, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TH, United Kingdom"
Kensington House Hotel,15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,8.2,51.5012329,-0.1859937,London,United Kingdom,"Kensington House Hotel, 15-16, Prince of Wales Terrace, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5PE, United Kingdom"
Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,9.5,51.5184158,-0.1348509,London,United Kingdom,"15-17, Charlotte Street, Fitzrovia, London, Greater London, W1T 1NG, United Kingdom"
The Goring,15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,9.4,51.4975621,-0.145551,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Novotel Paris 14 Porte d Orl ans,15 Boulevard Romain Rolland 14th arr 75014 Paris France,8.3,48.8196885,2.3263505,Paris,France,"15, Boulevard Romain Rolland, Petit Montrouge, Paris, Paris, France"
The Pelham Starhotels Collezione,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,8.6,51.4943935,-0.1750169,London,United Kingdom,"The Pelham London, 15, Cromwell Place, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 2JB, United Kingdom"
The Montague On The Gardens,15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,9.3,51.520181,-0.1256957,London,United Kingdom,"15, Montague Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 5BH, United Kingdom"
Ritz Paris,15 Place Vend me 1st arr 75001 Paris France,9.8,48.8679466,2.3289593,Paris,France,"15, Place Vendôme, Place Vendome, Paris, Paris, 75001, France"
Hotel Les Rives de Notre Dame,15 Quai Saint Michel 5th arr 75005 Paris France,8.6,48.8532269,2.3457159,Paris,France,"15, Quai Saint-Bernard, Saint-Victor, Paris, Paris, 75005, France"
Sofitel Paris Le Faubourg,15 Rue Boissy d Anglas 8th arr 75008 Paris France,8.5,48.868414,2.3213247,Paris,France,"15, Rue Boissy d'Anglas, La Madeleine, Paris, Paris, 75008, France"
Bassano,15 Rue de Bassano 16th arr 75016 Paris France,8.3,48.8690596,2.2971078,Paris,France,"15, Rue De Bassano, Chaillot, Paris, Paris, 75016, France"
Best Western Premier Le Swann,15 rue de Constantinople 8th arr 75008 Paris France,8.3,48.8797331,2.3206003,Paris,France,"15, Rue De Constantinople, l'Europe, Paris, Paris, 75008, France"
H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,8.8,48.8420669,2.3304091,Paris,France,"15, Rue De La Grande Chaumière, Notre-Dame des Champs, Paris, Paris, 75006, France"
Hotel Lumen Paris Louvre,15 Rue Des Pyramides 1st arr 75001 Paris France,8.7,48.8652582,2.3329632,Paris,France,"15, Rue Des Pyramides, Palais Royal, Paris, Paris, 75001, France"
Le Marquis Eiffel,15 Rue Dupleix 15th arr 75015 Paris France,8.8,48.8516619,2.2979395,Paris,France,"15, Rue Dupleix, Grenelle, Paris, Paris, 75015, France"
COQ Hotel Paris,15 rue Edouard Manet 13th arr 75013 Paris France,9.0,48.8328764,2.3572531,Paris,France,"15, Rue Edouard Manet, Salpetriere, Paris, Paris, 75013, France"
Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France,9.3,48.8550236,2.3350786,Paris,France,"15, Rue Jacob, Saint-Germain-des-Pres, Paris, Paris, 75006, France"
The Leonard Hotel,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,8.2,51.5147071,-0.1578291,London,United Kingdom,"15, Seymour Street, Marylebone, London, Greater London, W1H 7HT, United Kingdom"
DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom,8.4,51.5100362,-0.190657,London,United Kingdom,"DoubleTree by Hilton Hotel London - Hyde Park, 150, Bayswater Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4RT, United Kingdom"
The Ritz London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,9.3,51.5069446,-0.1415776,London,United Kingdom,"150, Piccadilly, St. James's, London, Greater London, W1J 9BS, United Kingdom"
M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom,9.1,51.5278465,-0.0889473,London,United Kingdom,"151-157, City Road, Hoxton, London, Greater London, EC1V 1JH, United Kingdom"
Legend Saint Germain by Elegancia,151 bis Rue de Rennes 6th arr 75006 Paris France,8.9,48.8453774,2.3256427,Paris,France,"151 bis, Rue de Rennes, Notre-Dame des Champs, Paris, Paris, 75006, France"
Clayton Crown Hotel London,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,8.0,51.5561548,-0.2141824,London,United Kingdom,"Cricklewood Broadway, Cricklewood, London Borough of Brent, London, Greater London, England, NW2 3HN, United Kingdom"
Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006 Paris France,8.6,48.853688,2.3322667,Paris,France,"153, Boulevard Saint-Germain, Saint-Germain-des-Pres, Paris, Paris, 75006, France"
St Paul s Hotel,153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom,9.0,51.4934752,-0.2153256,London,United Kingdom,"St Paul's Hotel, 153, Hammersmith Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7BY, United Kingdom"
Best Western S vres Montparnasse,153 Rue De Vaugirard 15th arr 75015 Paris France,7.8,48.843707,2.3155631,Paris,France,"153, Rue De Vaugirard, Necker, Paris, Paris, 75015, France"
The Bloomsbury Hotel,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,9.0,51.5171671,-0.1290534,London,United Kingdom,"The Bloomsbury Club, 16-22, Great Russell Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 3NN, United Kingdom"
Nolinski Paris,16 Avenue de l Opera 1st arr 75001 Paris France,9.4,48.8654874,2.3348924,Saint-Cloud,France,"16, Avenue De Longchamp, Saint-Cloud, Saint-Cloud, Hauts-de-Seine, 92210, France"
Le Tourville Eiffel,16 avenue de Tourville 7th arr 75007 Paris France,8.8,48.8542681,2.3078116,Paris,France,"16, Avenue De Tourville, l'Ecole Militaire, Paris, Paris, 75007, France"
Paris Marriott Opera Ambassador Hotel,16 boulevard Haussmann 9th arr 75009 Paris France,7.9,48.8728351,2.3362507,Paris,France,"16, Boulevard Haussmann, Chaussee d'Antin, Paris, Paris, 75009, France"
Hotel Indigo London Paddington,16 London Street Paddington Westminster Borough London W2 1HL United Kingdom,8.7,51.5150534,-0.1739974,London,United Kingdom,"London Bridge Street, Borough, London, Greater London, SE1 9BZ, United Kingdom"
Idol Hotel,16 rue d Edimbourg 8th arr 75008 Paris France,9.1,48.8795369,2.3202966,Paris,France,"16, Rue d'Astorg, La Madeleine, Paris, Paris, 75008, France"
H tel California Champs Elys es,16 rue de Berri 8th arr 75008 Paris France,8.2,48.8726335,2.3048084,Paris,France,"16, Rue De Berri, Faubourg du Roule, Paris, Paris, 75008, France"
Hotel de Seze,16 rue de S ze 9th arr 75009 Paris France,9.2,48.8705741,2.3264194,Paris,France,"16, Rue De Sèze, Chaussee d'Antin, Paris, Paris, 75009, France"
Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,9.1,51.4930905,-0.1755022,London,United Kingdom,"Number Sixteen, 16, Sumner Place, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 3EG, United Kingdom"
Hotel Xenia Autograph Collection,160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,9.0,51.4946905,-0.1910197,London,United Kingdom,"Hotel Xenia, Autograph Collection, 160, Cromwell Road, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TL, United Kingdom"
H tel Hor,160 Rue La Fayette 10th arr 75010 Paris France,8.6,48.8793427,2.3577745,Paris,France,"160, Rue La Fayette, Saint-Vincent-de-Paul, Paris, Paris, 75010, France"
Britannia International Hotel Canary Wharf,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,7.1,51.5019097,-0.0232208,London,United Kingdom,"163, Marsh Wall, Millwall, London, Greater London, E14 8LD, United Kingdom"
Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017 Paris France,7.6,48.8870573,2.3143297,Paris,France,"165, Rue De Rome, Batignolles, Paris, Paris, 75017, France"
H tel de Banville,166 Boulevard Berthier 17th arr 75017 Paris France,8.7,48.8864673,2.2948911,Paris,France,"166, Boulevard Berthier, La Plaine Monceau, Paris, Paris, 75017, France"
Villa Eugenie,167 rue de Rome 17th arr 75017 Paris France,6.8,48.8871283,2.314205,Paris,France,"167, Rue De Rome, Batignolles, Paris, Paris, 75017, France"
Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,7.4,51.5265189,-0.1303689,London,United Kingdom,"Hilton London Euston, 17-18, Upper Woburn Place, St Pancras, London Borough of Camden, London, Greater London, England, WC1H 0HT, United Kingdom"
Egerton House,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,9.3,51.4968406,-0.1675498,London,United Kingdom,"17-19, Egerton Terrace, Knightsbridge, London, Greater London, SW3 2EJ, United Kingdom"
Millennium Hotel London Knightsbridge,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,7.5,51.4999683,-0.1599927,London,United Kingdom,"Sloane Street, Knightsbridge, London, Greater London, SW1X 9BS, United Kingdom"
H tel Raphael,17 Avenue Kl ber 16th arr 75016 Paris France,8.7,48.8713239,2.2937849,Paris,France,"17, Avenue Kléber, Chaillot, Paris, Paris, 75016, France"
Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007 Paris France,8.5,48.8585193,2.3077243,Paris,France,"17 bis, Rue Amélie, Gros Caillou, Paris, Paris, 75007, France"
Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014 Paris France,7.5,48.8315962,2.3399796,Paris,France,"17, Boulevard Saint-Jacques, Parc de Montsouris, Paris, Paris, 75014, France"
Hotel La Place,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,7.6,51.5215257,-0.1533039,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Hotel Le Pera,17 Rue de Caumartin 9th arr 75009 Paris France,7.8,48.871309,2.3277079,Paris,France,"17, Rue De Caumartin, Chaussee d'Antin, Paris, Paris, 75009, France"
H tel Bedford,17 rue de l Arcade 8th arr 75008 Paris France,8.6,48.8720593,2.3236802,Paris,France,"17, Rue De L' Amiral Hamelin, Chaillot, Paris, Paris, 75016, France"
Drawing Hotel,17 rue de Richelieu 1st arr 75001 Paris France,8.9,48.8644382,2.3359148,Paris,France,"17, Rue De Richelieu, Palais Royal, Paris, Paris, 75001, France"
Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015 Paris France,8.1,48.838484,2.3150904,Paris,France,"17, Rue Du Cotentin, Necker, Paris, Paris, 75015, France"
D clic Hotel,17 rue Duhesme 18th arr 75018 Paris France,8.8,48.8908018,2.3380204,Paris,France,"17, Rue Duhesme, Grandes Carrieres, Paris, Paris, 75018, France"
Villa d Estr es,17 rue g t le coeur 6th arr 75006 Paris France,8.7,48.8535089,2.3425787,Dugny,France,"17, Rue Georges Guynemer, Dugny, Le Bourget, Seine-Saint-Denis, 93440, France"
Bulgari Hotel London,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom,9.3,51.5015721,-0.1628511,London,United Kingdom,"Knightsbridge, Hans Town, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1ED, United Kingdom"
Novotel London Greenwich,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,8.6,51.4778583,-0.0137463,London,United Kingdom,"Greenwich Novotel, 173 - 185, Greenwich High Road, Royal Borough of Greenwich, London, Greater London, England, SE10 8JA, United Kingdom"
Park Avenue Baker Street,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,7.7,51.5241452,-0.1609907,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Hotel Plaza Elys es,177 Boulevard Haussmann 8th arr 75008 Paris France,8.5,48.8746128,2.3056956,Paris,France,"177, Boulevard Haussmann, Faubourg du Roule, Paris, Paris, 75008, France"
Hotel Champs Elys es Friedland by Happyculture,177 rue du faubourg Saint Honor 8th arr 75008 Paris France,8.7,48.8750848,2.3048372,Paris,France,"177, Rue Du Faubourg Poissonnière, Rochechouart, Paris, Paris, 75009, France"
Malmaison London,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,8.7,51.520943,-0.1004581,London,United Kingdom,"Malmaison, 18-21, Charterhouse Square, Farringdon, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 6AH, United Kingdom"
The Park City Grand Plaza Kensington Hotel,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,8.3,51.4954976,-0.1893691,London,United Kingdom,"Park City Grand Plaza Kensington, 18-30, Lexham Gardens, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5JU, United Kingdom"
