Hotel_Name,Hotel_Address,Average_Score,lat,lng,location,country,address
Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,8.8,48.8503276,2.2982022,Rueil-Malmaison,France,"7, Rue Du Général Noël, Rueil-Malmaison, Rueil-Malmaison, Hauts-de-Seine, 92500, France"
Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,8.7,48.8701887,2.2997281,Paris,France,"7, Rue Magellan, Champs-Elysees, Paris, Paris, 75008, France"
H tel Montmartre Mon Amour,7 Rue Paul Albert 18th arr 75018 Paris France,8.1,48.886687,2.3449332,Paris,France,"7, Rue Paul Féval, Clignancourt, Paris, Paris, 75018, France"
Hotel Monceau Wagram,7 Rue Rennequin 17th arr 75017 Paris France,7.9,48.8808779,2.2989756,Paris,France,"7, Rue Rennequin, Ternes, Paris, Paris, 75017, France"
Novotel London Excel,7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom,8.5,51.5077198,0.0229805,London,United Kingdom,"1, Western Gateway, Royal Victoria Dock, London, Greater London, E16 1XL, United Kingdom"
Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008 Paris France,7.9,48.8711365,2.3050482,Paris,France,"70, Avenue Des Ternes, Ternes, Paris, Paris, 75017, France"
Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,8.5,51.5052587,-0.099176,London,United Kingdom,"Marco's New York Italian, 71-79, Southwark Street, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 0JA, United Kingdom"
H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011 Paris France,8.9,48.8536854,2.3805796,Paris,France,"71, Rue De Charonne, La Roquette, Paris, Paris, 75011, France"
Grange Wellington Hotel,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,8.8,51.4944319,-0.1363756,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Les Jardins Du Marais,74 rue Amelot 11th arr 75011 Paris France,8.1,48.8605219,2.3680239,Paris,France,"74, Rue Amelot, Saint-Ambroise, Paris, Paris, 75011, France"
Hotel Cavendish,75 Gower Street Camden London WC1E 6HJ United Kingdom,6.4,51.5220522,-0.132414,London,United Kingdom,"Hotel Cavendish, 73-75, Gower Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 6HJ, United Kingdom"
Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,7.5,51.5157316,-0.1802179,London,United Kingdom,"82, Eaton Terrace, Belgravia, London, Greater London, SW1W 8UG, United Kingdom"
Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,7.7,51.5166887,-0.1706147,London,United Kingdom,"Sussex Gardens, Paddington, London, Greater London, W2 1UL, United Kingdom"
Radisson Blu Champs Elys es Paris,78 Bis Avenue Marceau 8th arr 75008 Paris France,7.4,48.8719212,2.2971404,Paris,France,"78 bis, Boulevard des Batignolles, Batignolles, Paris, Paris, 75017, France"
Hotel Eiffel Blomet,78 Rue Blomet 15th arr 75015 Paris France,9.4,48.8416787,2.3022862,Paris,France,"78, Rue Blomet, Saint-Lambert, Paris, Paris, 75015, France"
Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014 Paris France,7.5,48.8382916,2.3230188,Paris,France,"81, Avenue Du Maine, Montparnasse, Paris, Paris, 75014, France"
H tel Thoumieux,79 rue Saint Dominique 7th arr 75007 Paris France,8.9,48.8595985,2.3088076,Paris,France,"79, Rue Saint-Dominique, Gros Caillou, Paris, Paris, 75007, France"
The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,8.4,51.4947754,-0.177789,London,United Kingdom,"The Exhibitionist Hotel, 8-10, Queensberry Place, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 2DL, United Kingdom"
Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,7.5,48.8506499,2.2750873,Paris,France,"10, Rue Fresnel, Chaillot, Paris, Paris, 75016, France"
Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,8.8,51.5188,-0.153839,London,United Kingdom,"Manchester Street, Marylebone, London, Greater London, W1U 7LU, United Kingdom"
Mercure London Hyde Park,8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,8.6,51.5151149,-0.1743857,London,United Kingdom,"14, Talbot Road, Herne Hill, London, Greater London, SE22 8DE, United Kingdom"
London Bridge Hotel,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,8.7,51.5052188,-0.088166,London,United Kingdom,"London Bridge Hotel, 8-18, London Bridge Street, Bermondsey Village, The Borough, London Borough of Southwark, London, Greater London, England, SE1 9SG, United Kingdom"
Derby Alma,8 Avenue Rapp 7th arr 75007 Paris France,8.9,48.8605031,2.3006606,Paris,France,"8, Avenue Rapp, Gros Caillou, Paris, Paris, 75007, France"
The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,9.4,51.513055,-0.152257,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Mercure Paris Gobelins Place d Italie,8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France,7.6,48.8321231,2.3536172,Paris,France,"8 bis, Rue des Gobelins, Croulebarbe, Paris, Paris, 75013, France"
H tel Original Paris,8 Boulevard Beaumarchais 11th arr 75011 Paris France,8.9,48.8546989,2.3691899,Paris,France,"8, Boulevard Beaumarchais, La Roquette, Paris, Paris, 75011, France"
The Grand at Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,8.3,51.506935,-0.126012,London,United Kingdom,"8, Northumberland Avenue, Whitehall, London, Greater London, SW1A 2HJ, United Kingdom"
Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,8.5,51.506935,-0.126012,London,United Kingdom,"8, Northumberland Avenue, Whitehall, London, Greater London, SW1A 2HJ, United Kingdom"
The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,8.9,51.5095259,-0.1967234,London,United Kingdom,"8, Pembridge Gardens, Notting Hill, London, Greater London, W2 4DU, United Kingdom"
Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001 Paris France,8.4,48.8607299,2.3465326,Paris,France,"8, Place Marguerite De Navarre, Des Halles, Paris, Paris, 75001, France"
Melia Paris Vendome,8 Rue Cambon 1st arr 75001 Paris France,8.4,48.8668228,2.3257729,Paris,France,"8, Rue Cambon, Place Vendome, Paris, Paris, 75001, France"
Chambiges Elys es,8 rue Chambiges 8th arr 75008 Paris France,8.9,48.8668048,2.3039465,Paris,France,"8, Rue Chambiges, Champs-Elysees, Paris, Paris, 75008, France"
MARQUIS Faubourg St Honor Relais Ch teaux,8 rue d Anjou 8th arr 75008 Paris France,8.6,48.8698184,2.3208729,Paris,France,"8, Rue De Duras, La Madeleine, Paris, Paris, 75008, France"
H tel Le Bellechasse Saint Germain,8 Rue De Bellechasse 7th arr 75007 Paris France,8.7,48.8597024,2.3239701,Paris,France,"8, Rue De Bellechasse, Invalides, Paris, Paris, 75007, France"
Hotel Verneuil Saint Germain,8 rue de Verneuil 7th arr 75007 Paris France,8.7,48.8573706,2.3314669,Paris,France,"8, Rue De Verneuil, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
Hotel Daniel Paris,8 rue Fr d ric Bastiat 8th arr 75008 Paris France,8.8,48.8728492,2.3073663,Paris,France,"8, Rue Des Frigos, Gare, Paris, Paris, 75013, France"
Residence Du Roy,8 Rue Francois 1Er 8th arr 75008 Paris France,8.4,48.8657687,2.3090386,Paris,France,"8, Rue François Ier, Champs-Elysees, Paris, Paris, 75008, France"
La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008 Paris France,8.8,48.866676,2.3089908,Paris,France,"8, Rue Jean Goujon, Champs-Elysees, Paris, Paris, 75008, France"
H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,8.7,48.8785454,2.3384866,Paris,France,"8, Rue Laferrière, Saint-Georges, Paris, Paris, 75009, France"
The Belgrave Hotel,80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,8.6,51.4901051,-0.1381355,London,United Kingdom,"80-86, Belgrave Road, Pimlico, London, Greater London, SW1V 2NN, United Kingdom"
TheWesley,81 103 Euston Street Camden London NW1 2EZ United Kingdom,8.0,51.5265353,-0.1361682,London,United Kingdom,"The Wesley, 81-103, Euston Street, Fitzrovia, London Borough of Camden, London, Greater London, England, NW1 2EZ, United Kingdom"
Le M ridien Etoile,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,8.0,48.8794646,2.2849548,Paris,France,"81, Boulevard Gouvion-Saint-Cyr, Ternes, Paris, Paris, 75017, France"
The Hoxton Shoreditch,81 Great Eastern Street Islington London EC2A 3HU United Kingdom,9.0,51.5255136,-0.082927,London,United Kingdom,"81, Great Eastern Street, Shoreditch, London, Greater London, EC2A 3HU, United Kingdom"
The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,8.8,51.5077459,-0.1378733,London,United Kingdom,"81-84, Jermyn Street, St. James's, London, Greater London, SW1Y 6DB, United Kingdom"
Avo Hotel,82 Dalston Lane Hackney London E8 3AH United Kingdom,8.1,51.5460628,-0.0700817,London,United Kingdom,"Dalston Lane, Shacklewell, London Borough of Hackney, London, Greater London, England, E8 2NZ, United Kingdom"
Hotel 82 London,82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,7.5,51.5195857,-0.1584803,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016 Paris France,9.0,48.8647019,2.2886425,Paris,France,"83, Avenue Kléber, Chaillot, Paris, Paris, 75016, France"
Best Western Plus Seraphine Hammersmith Hotel,84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,7.8,51.4926269,-0.2288598,London,United Kingdom,"Seraphine Hammersmith Hotel, 84-94, King Street, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0QW, United Kingdom"
La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,9.4,48.8636168,2.3607998,Paris,France,"87, Rue Des Archives, Enfants Rouges, Paris, Paris, 75003, France"
Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France,8.3,48.8384558,2.3805885,Paris,France,"85, Rue De Bercy, Bercy, Paris, Paris, 75012, France"
The Zetter Hotel,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,8.9,51.522672,-0.1036841,London,United Kingdom,"The Zetter, 86-88, Clerkenwell Road, Clerkenwell Green, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 5RJ, United Kingdom"
Grosvenor House Suites by Jumeirah Living,86 Park Lane Westminster Borough London W1K 7TN United Kingdom,8.7,51.509841,-0.1552193,London,United Kingdom,"Park Lane, Hyde Park, London, Greater London, W1K 1PR, United Kingdom"
Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013 Paris France,8.4,48.8427364,2.3672171,Paris,France,"86, Quai d'Austerlitz, Salpetriere, Paris, Paris, 75013, France"
Snob Hotel by Elegancia,86 Rue Saint Denis 1st arr 75001 Paris France,9.0,48.8622723,2.3495707,Paris,France,"86, Rue Saint-Denis, Des Halles, Paris, Paris, 75001, France"
Sofitel Paris Baltimore Tour Eiffel,88 Bis Avenue Kl ber 16th arr 75016 Paris France,8.3,48.8663089,2.289609,Paris,France,"Bistrot 88, Val de Grace, Paris, Paris, France"
88 Studios,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,8.4,51.4992789,-0.2090733,London,United Kingdom,"88 Studios, 88, Holland Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BN, United Kingdom"
Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,8.8,51.4933372,-0.1788931,London,United Kingdom,"88, Queen's Gate, London, Greater London, SW7 5AB, United Kingdom"
Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,8.4,48.8776756,2.3493159,Paris,France,"88, Rue Du Faubourg Poissonnière, Paris, Paris, 75010, France"
Hotel De Vigny,9 11 rue Balzac 8th arr 75008 Paris France,7.5,48.8738672,2.3005894,Paris,France,"11, Rue Balzac, Faubourg du Roule, Paris, Paris, 75008, France"
Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,8.7,51.4910062,-0.1717691,London,United Kingdom,"Sydney House Chelsea, 9-11, Sydney Street, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 6PU, United Kingdom"
Radisson Blu Edwardian Bloomsbury Street,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,8.6,51.517608,-0.1276253,London,United Kingdom,"40, Bloomsbury Street, Bloomsbury, London, Greater London, WC1B 3QT, United Kingdom"
H tel Le Relais Saint Germain,9 Carrefour de l Od on 6th arr 75006 Paris France,9.3,48.8519208,2.338878,Paris,France,"Paris, Paris, France"
Hotel Moonlight,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,9.0,51.4940285,-0.1910497,London,United Kingdom,"Hotel Moonlight, 9, Knaresborough Place, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0TP, United Kingdom"
Villa Alessandra,9 Place Boulnois 17th arr 75017 Paris France,7.3,48.8794223,2.2957628,Paris,France,"9, Place Boulnois, Ternes, Paris, Paris, 75017, France"
Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,7.7,48.8796596,2.3209155,Paris,France,"9, Rue De Constantinople, l'Europe, Paris, Paris, 75008, France"
Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,8.6,48.8696173,2.3346428,Paris,France,"9, Rue De La Michodière, Gaillon, Paris, Paris, 75002, France"
Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009 Paris France,8.7,48.8795947,2.3280695,Paris,France,"9, Rue De Liège, Saint-Georges, Paris, Paris, 75009, France"
H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008 Paris France,8.3,48.8726814,2.3020866,Paris,France,"9, Rue Washington, Faubourg du Roule, Paris, Paris, 75008, France"
Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,8.5,48.8497553,2.3467616,Paris,France,"9, Rue Du Sommerard, Sorbonne, Paris, Paris, 75005, France"
Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,9.0,48.8816073,2.3371648,Paris,France,"9, Rue Frochot, Saint-Georges, Paris, Paris, 75009, France"
Relais H tel du Vieux Paris,9 rue Git le Coeur 6th arr 75006 Paris France,8.9,48.8538608,2.3429487,Paris,France,"9, Rue Gît-Le-Coeur, La Monnaie, Paris, Paris, 75006, France"
Victoire Germain,9 rue Gr goire de Tours 6th arr 75006 Paris France,9.3,48.853299,2.337993,Marolles-en-Brie,France,"9, Rue Du Grand Chêne, Marolles-en-Brie, Villecresnes, Val-de-Marne, 94440, France"
Le Littr ,9 Rue Littr 6th arr 75006 Paris France,8.6,48.8454447,2.3242814,Paris,France,"9, Rue Littré, Notre-Dame des Champs, Paris, Paris, 75006, France"
Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006 Paris France,8.9,48.8438998,2.3294858,Paris,France,"9, Rue Sainte-Beuve, Notre-Dame des Champs, Paris, Paris, 75006, France"
Hotel Villa Saxe Eiffel,9 Villa de Saxe 7th arr 75007 Paris France,8.9,48.849758,2.3095213,Paris,France,"9, Villa De Ségur, l'Ecole Militaire, Paris, Paris, 75007, France"
Thistle Hyde Park,90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,7.8,51.5112451,-0.1808938,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Holiday Inn Paris Saint Germain des Pr s,92 rue de Vaugirard 6th arr 75006 Paris France,8.1,48.846837,2.3258066,Paris,France,"92, Rue De Vaugirard, Notre-Dame des Champs, Paris, Paris, 75006, France"
Hotel Spa La Belle Juliette,92 Rue Du Cherche Midi 6th arr 75006 Paris France,8.9,48.8474426,2.3223783,Paris,France,"92, Rue Du Cherche-Midi, Notre-Dame des Champs, Paris, Paris, 75006, France"
Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,8.5,48.8724945,2.3091549,Paris,France,"92, Rue La Boétie, Faubourg du Roule, Paris, Paris, 75008, France"
DoubleTree by Hilton London West End,92 Southampton Row Camden London WC1B 4BH United Kingdom,8.3,51.5201065,-0.1221393,London,United Kingdom,"DoubleTree by Hilton Hotel London - West End, 92, Southampton Row, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 4BH, United Kingdom"
Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007 Paris France,9.1,48.8603599,2.3230778,Paris,France,"93, Rue De Lille, Invalides, Paris, Paris, 75007, France"
Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,8.1,48.8710895,2.3393461,Paris,France,"95, Rue De Richelieu, Vivienne, Paris, Paris, 75002, France"
La Villa des Ternes,97 avenue des Ternes 17th arr 75017 Paris France,8.6,48.8803479,2.2858242,Paris,France,"97, Avenue Des Ternes, Ternes, Paris, Paris, 75017, France"
Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,7.8,51.4942305,-0.1851141,London,United Kingdom,"Tavern Pub, 97, Cromwell Road, The Boltons, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4DN, United Kingdom"
Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,8.2,51.5179725,-0.1280495,London,United Kingdom,"Great Russell Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 3PP, United Kingdom"
H tel Monna Lisa Champs Elys es,97 rue La Bo tie 8th arr 75008 Paris France,8.7,48.874853,2.3245798,Paris,France,"97, Rue La Boétie, Faubourg du Roule, Paris, Paris, 75008, France"
H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,8.5,48.8672694,2.2878666,Paris,France,"97, Rue Lauriston, Chaillot, Paris, Paris, 75016, France"
Best Western Amiral Hotel,98 Avenue d Italie 13th arr 75013 Paris France,7.5,48.8252307,2.3569005,Paris,France,"98, Avenue d'Ivry, Gare, Paris, Paris, 75013, France"
Hotel Les Th tres,98 Rue De Clery 2nd arr 75002 Paris France,8.2,48.8694768,2.3515065,Paris,France,"98, Rue De Cléry, Bonne-Nouvelle, Paris, Paris, 75002, France"
Mercure Paris 17 me Saint Lazare Monceau,99 Bis Rue De Rome 17th arr 75017 Paris France,7.9,48.8837472,2.3186342,Montrouge,France,"99 bis, Avenue Verdier, Montrouge, Montrouge, Hauts-de-Seine, 92120, France"
Melia White House Hotel,Albany Street London NW1 3UP United Kingdom,8.3,51.5298597,-0.1444623,London,United Kingdom,"Albany Street, Fitzrovia, London Borough of Camden, London, Greater London, England, NW1 4DF, United Kingdom"
Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,8.8,52.3544507,4.8875036,Amsterdam,Netherlands,"2-6, Albert Cuypstraat, Oude Pijp, Amsterdam, North Holland, 1072CT, Netherlands"
The Waldorf Hilton,Aldwych Westminster Borough London WC2B 4DD United Kingdom,8.4,51.5131979,-0.1174504,London,United Kingdom,"Piccadilly Line (Aldwych Branch), Lincoln's Inn Fields, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC2A 3PZ, United Kingdom"
Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,8.4,52.3466449,4.8310984,Amsterdam,Netherlands,"7, Aletta Jacobslaan, Slotervaart, Amsterdam, North Holland, 1066BP, Netherlands"
Hotel Bellevue Wien,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,8.1,48.2264063,16.3600628,Vienna,Austria,"Alsergrund, Vienna, Vienna, Austria"
Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,9.1,45.4521067,9.1758135,Milan,Italy,"Maison Borella, 8, Alzaia Naviglio Grande, Navigli, Municipio 6, Milan, Lombardy, 20144, Italy"
Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,8.6,48.1996129,16.3773546,Unknown,Austria,Austria
Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,9.3,48.2105243,16.3683592,Vienna,Austria,"Am Hof, Innere Stadt, Vienna, 1010, Austria"
Hilton Vienna,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,8.0,48.2062268,16.3833767,Unknown,Austria,Austria
Catalonia Port,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,8.8,41.378751,2.17873,Barcelona,Spain,"Barcelona, Barcelona, Spain"
Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,7.8,52.3663466,4.8985764,Beverwijk,Netherlands,"17, Amstelstraat, Oosterwijk, Beverwijk, North Holland, 1946RT, Netherlands"
Eurostars Angli,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,8.3,41.4031654,2.1231637,Barcelona,Spain,"Sarrià Pàdel Club, 25-35, Carrer de la Immaculada, Sant Gervasi - la Bonanova, Barcelona, Barcelona, 08017, Spain"
Pillows Anna van den Vondel Amsterdam,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,9.4,52.3607413,4.8695315,Amsterdam,Netherlands,"Hotel Park 6, 6, Anna van den Vondelstraat, Kinkerbuurt, Vondelbuurt, West, Amsterdam, North Holland, Netherlands, 1054 GZ, Netherlands"
Schlosshotel R mischer Kaiser,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,8.9,48.2040859,16.3725046,Vienna,Austria,"Annagasse, Kärntner Viertel, Innere Stadt, Vienna, 1010, Austria"
Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,8.4,48.204183,16.3726664,Vienna,Austria,"Annagasse, Kärntner Viertel, Innere Stadt, Vienna, 1010, Austria"
Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,7.5,52.3504558,4.8770194,Oude Pekela,Netherlands,"101, Apollolaan, Oude Pekela, Oude Pekela, Groningen, 9665CR, Netherlands"
Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,8.5,52.350396,4.8756404,Amsterdam,Netherlands,"123, Apollolaan, Apollobuurt, Amsterdam, North Holland, 1077AP, Netherlands"
Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,8.3,52.351381,4.872723,Amsterdam,Netherlands,"138, Apollolaan, Apollobuurt, Amsterdam, North Holland, 1077BG, Netherlands"
Apollo Hotel Amsterdam,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,8.2,52.3486098,4.8844292,Amsterdam,Netherlands,"2, Apollolaan, Apollobuurt, Amsterdam, North Holland, 1077BA, Netherlands"
Catalonia Catedral,Arcs 10 Ciutat Vella 08002 Barcelona Spain,9.2,41.3846637,2.1740902,Barcelona,Spain,"10, Carrer dels Arcs, Gothic Quarter, Old Town, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain"
Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,8.9,52.3312406,4.8774466,Amsterdam,Netherlands,"577, Arent Janszoon Ernststraat, Buitenveldert-West, Amsterdam, North Holland, 1082LD, Netherlands"
Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,8.0,41.3873478,2.1603987,Barcelona,Spain,"Nikkei 103, 33, Carrer d'Aribau, l'Antiga Esquerra de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08011, Spain"
Cram,Aribau 54 Eixample 08011 Barcelona Spain,8.5,41.3880549,2.1599602,Barcelona,Spain,"Cram, 54, Carrer d'Aribau, l'Antiga Esquerra de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Urban Lodge Hotel,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,8.6,52.3856494,4.834443,Amsterdam,Netherlands,"10, Arlandaweg, Bedrijventerrein Sloterdijk, Amsterdam, North Holland, Netherlands"
Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2134246,16.3831309,Vienna,Austria,"Leopoldstadt, Vienna, Vienna, Austria"
The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,8.4,48.2083518,16.354532,Vienna,Austria,"Josefstadt, Vienna, Vienna, Austria"
Room Mate Gerard,Ausi s Marc 34 Eixample 08010 Barcelona Spain,9.0,41.3919114,2.1765438,Sant Cugat del Vallès,Spain,"2, Plaça Ausias March, Sant Cugat del Vallès, Barcelona, 08195, Spain"
H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,8.2,41.393227,2.1927427,Barcelona,Spain,"64-68, Avinguda del Bogatell, la Vila Olimpica del Poblenou, Barcelona, Barcelona, 08005, Spain"
Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,8.3,41.4109715,2.2186535,Barcelona,Spain,"Casal de Gent Gran de Sant Mart, el Camp de l'Arpa del Clot, Barcelona, Barcelona, Spain"
Novotel Barcelona City,Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,8.4,41.4038774,2.1911894,Barcelona,Spain,"Casal de Gent Gran de Sant Mart, el Camp de l'Arpa del Clot, Barcelona, Barcelona, Spain"
The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,8.0,41.4036219,2.1902808,Barcelona,Spain,"Casal de Gent Gran de Sant Mart, el Camp de l'Arpa del Clot, Barcelona, Barcelona, Spain"
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,8.6,41.3899609,2.135684,Barcelona,Spain,"L'illa Diagonal, 555, Avinguda Diagonal, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08029, Spain"
Wilson Boutique Hotel,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,8.7,41.3944029,2.150194,Barcelona,Spain,"568, Avinguda Diagonal, Sant Gervasi - Galvany, Barcelona, Barcelona, 08021, Spain"
NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,8.6,41.3941338,2.1489569,Barcelona,Spain,"570, Avinguda Diagonal, Sant Gervasi - Galvany, Barcelona, Barcelona, 08021, Spain"
Hilton Barcelona,Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,8.1,41.388682,2.1316368,Barcelona,Spain,"Avinguda Diagonal, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain"
Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,8.9,41.3933943,2.1461315,Barcelona,Spain,"578, Avinguda Diagonal, Sant Gervasi - Galvany, Barcelona, Barcelona, 08021, Spain"
